,TRADEDATE,BOARDID,SECID,TRADETIME,CURPRICE,LASTPRICE,LEGALCLOSE,TRADINGSESSION
0,2024-05-03,TQBR,ABIO,10:00:00,113.48,113.48,111.46,1
1,2024-05-03,TQBR,ABIO,10:01:00,113.74,113.86,111.46,1
2,2024-05-03,TQBR,ABIO,10:02:00,114.92,116.12,111.46,1
3,2024-05-03,TQBR,ABIO,10:03:00,115.58,117.26,111.46,1
4,2024-05-03,TQBR,ABIO,10:04:00,115.7,116.48,111.46,1
5,2024-05-03,TQBR,ABIO,10:05:00,115.82,116.88,111.46,1
6,2024-05-03,TQBR,ABIO,10:06:00,115.86,116.02,111.46,1
7,2024-05-03,TQBR,ABIO,10:07:00,115.78,115.08,111.46,1
8,2024-05-03,TQBR,ABIO,10:08:00,115.76,115.68,111.46,1
9,2024-05-03,TQBR,ABIO,10:09:00,115.7,115.08,111.46,1
10,2024-05-03,TQBR,ABIO,10:10:00,115.76,114.86,111.46,1
11,2024-05-03,TQBR,ABIO,10:11:00,115.92,114.5,111.46,1
12,2024-05-03,TQBR,ABIO,10:12:00,115.94,114.5,111.46,1
13,2024-05-03,TQBR,ABIO,10:13:00,115.64,114.88,111.46,1
14,2024-05-03,TQBR,ABIO,10:14:00,115.5,115.46,111.46,1
15,2024-05-03,TQBR,ABIO,10:15:00,115.26,115.3,111.46,1
16,2024-05-03,TQBR,ABIO,10:16:00,115.12,114.82,111.46,1
17,2024-05-03,TQBR,ABIO,10:17:00,115.1,114.5,111.46,1
18,2024-05-03,TQBR,ABIO,10:18:00,115.0,114.54,111.46,1
19,2024-05-03,TQBR,ABIO,10:19:00,114.86,114.4,111.46,1
20,2024-05-03,TQBR,ABIO,10:20:00,114.64,113.86,111.46,1
21,2024-05-03,TQBR,ABIO,10:21:00,114.64,113.86,111.46,1
22,2024-05-03,TQBR,ABIO,10:22:00,114.62,113.86,111.46,1
23,2024-05-03,TQBR,ABIO,10:23:00,114.56,113.7,111.46,1
24,2024-05-03,TQBR,ABIO,10:24:00,114.48,113.68,111.46,1
25,2024-05-03,TQBR,ABIO,10:25:00,114.22,113.94,111.46,1
26,2024-05-03,TQBR,ABIO,10:26:00,114.1,114.44,111.46,1
27,2024-05-03,TQBR,ABIO,10:27:00,114.08,114.36,111.46,1
28,2024-05-03,TQBR,ABIO,10:28:00,114.06,114.06,111.46,1
29,2024-05-03,TQBR,ABIO,10:29:00,114.0,114.18,111.46,1
30,2024-05-03,TQBR,ABIO,10:30:00,114.12,114.88,111.46,1
31,2024-05-03,TQBR,ABIO,10:31:00,114.22,114.98,111.46,1
32,2024-05-03,TQBR,ABIO,10:32:00,114.6,115.18,111.46,1
33,2024-05-03,TQBR,ABIO,10:33:00,114.86,115.74,111.46,1
34,2024-05-03,TQBR,ABIO,10:34:00,115.22,115.58,111.46,1
35,2024-05-03,TQBR,ABIO,10:35:00,115.28,115.52,111.46,1
36,2024-05-03,TQBR,ABIO,10:36:00,115.46,115.22,111.46,1
37,2024-05-03,TQBR,ABIO,10:37:00,115.46,115.38,111.46,1
38,2024-05-03,TQBR,ABIO,10:38:00,115.54,115.34,111.46,1
39,2024-05-03,TQBR,ABIO,10:39:00,115.54,115.46,111.46,1
40,2024-05-03,TQBR,ABIO,10:40:00,115.54,115.46,111.46,1
41,2024-05-03,TQBR,ABIO,10:41:00,115.54,115.12,111.46,1
42,2024-05-03,TQBR,ABIO,10:42:00,115.56,115.0,111.46,1
43,2024-05-03,TQBR,ABIO,10:43:00,115.56,115.0,111.46,1
44,2024-05-03,TQBR,ABIO,10:44:00,115.3,115.04,111.46,1
45,2024-05-03,TQBR,ABIO,10:45:00,115.3,115.18,111.46,1
46,2024-05-03,TQBR,ABIO,10:46:00,115.28,115.0,111.46,1
47,2024-05-03,TQBR,ABIO,10:47:00,115.28,114.96,111.46,1
48,2024-05-03,TQBR,ABIO,10:48:00,115.18,115.0,111.46,1
49,2024-05-03,TQBR,ABIO,10:49:00,115.14,114.88,111.46,1
50,2024-05-03,TQBR,ABIO,10:50:00,115.1,114.88,111.46,1
51,2024-05-03,TQBR,ABIO,10:51:00,115.06,114.88,111.46,1
52,2024-05-03,TQBR,ABIO,10:52:00,115.0,114.8,111.46,1
53,2024-05-03,TQBR,ABIO,10:53:00,114.94,114.88,111.46,1
54,2024-05-03,TQBR,ABIO,10:54:00,114.9,114.72,111.46,1
55,2024-05-03,TQBR,ABIO,10:55:00,114.9,115.0,111.46,1
56,2024-05-03,TQBR,ABIO,10:56:00,114.86,114.94,111.46,1
57,2024-05-03,TQBR,ABIO,10:57:00,114.92,115.14,111.46,1
58,2024-05-03,TQBR,ABIO,10:58:00,114.94,115.02,111.46,1
59,2024-05-03,TQBR,ABIO,10:59:00,114.98,115.16,111.46,1
60,2024-05-03,TQBR,ABIO,11:00:00,115.0,115.2,111.46,1
61,2024-05-03,TQBR,ABIO,11:01:00,115.02,115.38,111.46,1
62,2024-05-03,TQBR,ABIO,11:02:00,115.06,115.38,111.46,1
63,2024-05-03,TQBR,ABIO,11:03:00,115.12,115.14,111.46,1
64,2024-05-03,TQBR,ABIO,11:04:00,115.14,115.3,111.46,1
65,2024-05-03,TQBR,ABIO,11:05:00,115.14,115.18,111.46,1
66,2024-05-03,TQBR,ABIO,11:06:00,115.16,115.14,111.46,1
67,2024-05-03,TQBR,ABIO,11:07:00,115.18,115.2,111.46,1
68,2024-05-03,TQBR,ABIO,11:08:00,115.3,115.4,111.46,1
69,2024-05-03,TQBR,ABIO,11:09:00,115.3,115.28,111.46,1
70,2024-05-03,TQBR,ABIO,11:10:00,115.44,115.78,111.46,1
71,2024-05-03,TQBR,ABIO,11:11:00,115.46,115.52,111.46,1
72,2024-05-03,TQBR,ABIO,11:12:00,115.46,115.62,111.46,1
73,2024-05-03,TQBR,ABIO,11:13:00,115.48,115.8,111.46,1
74,2024-05-03,TQBR,ABIO,11:14:00,115.5,115.7,111.46,1
75,2024-05-03,TQBR,ABIO,11:15:00,115.52,115.28,111.46,1
76,2024-05-03,TQBR,ABIO,11:16:00,115.52,115.1,111.46,1
77,2024-05-03,TQBR,ABIO,11:17:00,115.5,115.2,111.46,1
78,2024-05-03,TQBR,ABIO,11:18:00,115.52,115.06,111.46,1
79,2024-05-03,TQBR,ABIO,11:19:00,115.48,115.12,111.46,1
80,2024-05-03,TQBR,ABIO,11:20:00,115.26,115.04,111.46,1
81,2024-05-03,TQBR,ABIO,11:21:00,115.2,115.24,111.46,1
82,2024-05-03,TQBR,ABIO,11:22:00,115.16,115.0,111.46,1
83,2024-05-03,TQBR,ABIO,11:23:00,115.12,115.1,111.46,1
84,2024-05-03,TQBR,ABIO,11:24:00,115.1,115.16,111.46,1
85,2024-05-03,TQBR,ABIO,11:25:00,115.08,115.18,111.46,1
86,2024-05-03,TQBR,ABIO,11:26:00,115.08,115.2,111.46,1
87,2024-05-03,TQBR,ABIO,11:27:00,115.06,115.1,111.46,1
88,2024-05-03,TQBR,ABIO,11:28:00,115.06,115.12,111.46,1
89,2024-05-03,TQBR,ABIO,11:29:00,115.08,115.12,111.46,1
90,2024-05-03,TQBR,ABIO,11:30:00,115.1,115.02,111.46,1
91,2024-05-03,TQBR,ABIO,11:31:00,115.08,115.12,111.46,1
92,2024-05-03,TQBR,ABIO,11:32:00,115.08,115.1,111.46,1
93,2024-05-03,TQBR,ABIO,11:33:00,115.08,114.9,111.46,1
94,2024-05-03,TQBR,ABIO,11:34:00,114.76,114.74,111.46,1
95,2024-05-03,TQBR,ABIO,11:35:00,114.72,114.58,111.46,1
96,2024-05-03,TQBR,ABIO,11:36:00,114.66,114.28,111.46,1
97,2024-05-03,TQBR,ABIO,11:37:00,114.52,113.9,111.46,1
98,2024-05-03,TQBR,ABIO,11:38:00,114.5,113.9,111.46,1
99,2024-05-03,TQBR,ABIO,11:39:00,114.46,114.02,111.46,1
100,2024-05-03,TQBR,ABIO,11:40:00,114.44,114.02,111.46,1
101,2024-05-03,TQBR,ABIO,11:41:00,114.4,114.1,111.46,1
102,2024-05-03,TQBR,ABIO,11:42:00,114.38,114.1,111.46,1
103,2024-05-03,TQBR,ABIO,11:43:00,114.34,114.24,111.46,1
104,2024-05-03,TQBR,ABIO,11:44:00,114.12,114.22,111.46,1
105,2024-05-03,TQBR,ABIO,11:45:00,114.12,114.48,111.46,1
106,2024-05-03,TQBR,ABIO,11:46:00,114.1,113.96,111.46,1
107,2024-05-03,TQBR,ABIO,11:47:00,114.12,114.0,111.46,1
108,2024-05-03,TQBR,ABIO,11:48:00,114.12,113.86,111.46,1
109,2024-05-03,TQBR,ABIO,11:49:00,114.14,113.88,111.46,1
110,2024-05-03,TQBR,ABIO,11:50:00,114.14,114.02,111.46,1
111,2024-05-03,TQBR,ABIO,11:51:00,114.16,113.98,111.46,1
112,2024-05-03,TQBR,ABIO,11:52:00,114.16,114.0,111.46,1
113,2024-05-03,TQBR,ABIO,11:53:00,114.18,114.0,111.46,1
114,2024-05-03,TQBR,ABIO,11:54:00,114.18,113.98,111.46,1
115,2024-05-03,TQBR,ABIO,11:55:00,114.16,114.0,111.46,1
116,2024-05-03,TQBR,ABIO,11:56:00,113.92,114.0,111.46,1
117,2024-05-03,TQBR,ABIO,11:57:00,113.94,113.8,111.46,1
118,2024-05-03,TQBR,ABIO,11:58:00,113.94,113.98,111.46,1
119,2024-05-03,TQBR,ABIO,11:59:00,113.96,114.0,111.46,1
120,2024-05-03,TQBR,ABIO,12:00:00,113.9,113.78,111.46,1
121,2024-05-03,TQBR,ABIO,12:01:00,113.88,113.7,111.46,1
122,2024-05-03,TQBR,ABIO,12:02:00,113.88,113.74,111.46,1
123,2024-05-03,TQBR,ABIO,12:03:00,113.86,113.72,111.46,1
124,2024-05-03,TQBR,ABIO,12:04:00,113.86,113.92,111.46,1
125,2024-05-03,TQBR,ABIO,12:05:00,113.86,113.98,111.46,1
126,2024-05-03,TQBR,ABIO,12:06:00,113.86,113.98,111.46,1
127,2024-05-03,TQBR,ABIO,12:07:00,113.88,113.98,111.46,1
128,2024-05-03,TQBR,ABIO,12:08:00,114.18,114.2,111.46,1
129,2024-05-03,TQBR,ABIO,12:09:00,114.2,114.28,111.46,1
130,2024-05-03,TQBR,ABIO,12:10:00,114.28,114.48,111.46,1
131,2024-05-03,TQBR,ABIO,12:11:00,114.32,114.4,111.46,1
132,2024-05-03,TQBR,ABIO,12:12:00,114.34,114.48,111.46,1
133,2024-05-03,TQBR,ABIO,12:13:00,114.36,114.48,111.46,1
134,2024-05-03,TQBR,ABIO,12:14:00,114.38,114.64,111.46,1
135,2024-05-03,TQBR,ABIO,12:15:00,114.42,114.54,111.46,1
136,2024-05-03,TQBR,ABIO,12:16:00,114.42,114.58,111.46,1
137,2024-05-03,TQBR,ABIO,12:17:00,114.42,114.4,111.46,1
138,2024-05-03,TQBR,ABIO,12:18:00,114.5,114.3,111.46,1
139,2024-05-03,TQBR,ABIO,12:19:00,114.52,114.42,111.46,1
140,2024-05-03,TQBR,ABIO,12:20:00,114.48,114.16,111.46,1
141,2024-05-03,TQBR,ABIO,12:21:00,114.2,113.86,111.46,1
142,2024-05-03,TQBR,ABIO,12:22:00,113.76,113.32,111.46,1
143,2024-05-03,TQBR,ABIO,12:23:00,113.68,113.26,111.46,1
144,2024-05-03,TQBR,ABIO,12:24:00,113.62,113.28,111.46,1
145,2024-05-03,TQBR,ABIO,12:25:00,113.6,113.18,111.46,1
146,2024-05-03,TQBR,ABIO,12:26:00,113.56,113.26,111.46,1
147,2024-05-03,TQBR,ABIO,12:27:00,113.56,113.24,111.46,1
148,2024-05-03,TQBR,ABIO,12:28:00,113.54,113.36,111.46,1
149,2024-05-03,TQBR,ABIO,12:29:00,113.54,113.26,111.46,1
150,2024-05-03,TQBR,ABIO,12:30:00,113.52,113.16,111.46,1
151,2024-05-03,TQBR,ABIO,12:31:00,113.32,112.82,111.46,1
152,2024-05-03,TQBR,ABIO,12:32:00,113.08,113.0,111.46,1
153,2024-05-03,TQBR,ABIO,12:33:00,112.98,112.8,111.46,1
154,2024-05-03,TQBR,ABIO,12:34:00,112.9,112.62,111.46,1
155,2024-05-03,TQBR,ABIO,12:35:00,112.88,112.8,111.46,1
156,2024-05-03,TQBR,ABIO,12:36:00,112.88,112.94,111.46,1
157,2024-05-03,TQBR,ABIO,12:37:00,112.9,113.3,111.46,1
158,2024-05-03,TQBR,ABIO,12:38:00,112.88,113.3,111.46,1
159,2024-05-03,TQBR,ABIO,12:39:00,112.9,113.34,111.46,1
160,2024-05-03,TQBR,ABIO,12:40:00,112.9,113.44,111.46,1
161,2024-05-03,TQBR,ABIO,12:41:00,112.9,113.12,111.46,1
162,2024-05-03,TQBR,ABIO,12:42:00,112.9,112.84,111.46,1
163,2024-05-03,TQBR,ABIO,12:43:00,112.92,113.0,111.46,1
164,2024-05-03,TQBR,ABIO,12:44:00,113.08,113.12,111.46,1
165,2024-05-03,TQBR,ABIO,12:45:00,113.08,113.06,111.46,1
166,2024-05-03,TQBR,ABIO,12:47:00,113.1,113.28,111.46,1
167,2024-05-03,TQBR,ABIO,12:48:00,113.1,113.26,111.46,1
168,2024-05-03,TQBR,ABIO,12:49:00,113.02,113.28,111.46,1
169,2024-05-03,TQBR,ABIO,12:50:00,113.02,113.26,111.46,1
170,2024-05-03,TQBR,ABIO,12:51:00,113.04,113.3,111.46,1
171,2024-05-03,TQBR,ABIO,12:52:00,113.12,113.42,111.46,1
172,2024-05-03,TQBR,ABIO,12:53:00,113.32,113.24,111.46,1
173,2024-05-03,TQBR,ABIO,12:54:00,113.36,113.32,111.46,1
174,2024-05-03,TQBR,ABIO,12:55:00,113.36,113.1,111.46,1
175,2024-05-03,TQBR,ABIO,12:56:00,113.32,112.8,111.46,1
176,2024-05-03,TQBR,ABIO,12:57:00,113.26,112.94,111.46,1
177,2024-05-03,TQBR,ABIO,12:58:00,113.22,112.8,111.46,1
178,2024-05-03,TQBR,ABIO,12:59:00,113.2,112.94,111.46,1
179,2024-05-03,TQBR,ABIO,13:00:00,113.18,112.84,111.46,1
180,2024-05-03,TQBR,ABIO,13:01:00,113.12,112.8,111.46,1
181,2024-05-03,TQBR,ABIO,13:02:00,113.08,112.98,111.46,1
182,2024-05-03,TQBR,ABIO,13:03:00,112.88,112.96,111.46,1
183,2024-05-03,TQBR,ABIO,13:04:00,112.88,113.0,111.46,1
184,2024-05-03,TQBR,ABIO,13:05:00,112.88,113.02,111.46,1
185,2024-05-03,TQBR,ABIO,13:06:00,112.88,112.8,111.46,1
186,2024-05-03,TQBR,ABIO,13:07:00,112.92,113.08,111.46,1
187,2024-05-03,TQBR,ABIO,13:08:00,112.94,113.08,111.46,1
188,2024-05-03,TQBR,ABIO,13:09:00,112.98,113.08,111.46,1
189,2024-05-03,TQBR,ABIO,13:11:00,113.02,113.1,111.46,1
190,2024-05-03,TQBR,ABIO,13:12:00,113.02,112.94,111.46,1
191,2024-05-03,TQBR,ABIO,13:13:00,113.02,113.1,111.46,1
192,2024-05-03,TQBR,ABIO,13:14:00,113.02,113.04,111.46,1
193,2024-05-03,TQBR,ABIO,13:15:00,113.04,113.04,111.46,1
194,2024-05-03,TQBR,ABIO,13:16:00,113.06,113.04,111.46,1
195,2024-05-03,TQBR,ABIO,13:17:00,113.08,113.08,111.46,1
196,2024-05-03,TQBR,ABIO,13:18:00,113.08,113.06,111.46,1
197,2024-05-03,TQBR,ABIO,13:19:00,113.06,113.06,111.46,1
198,2024-05-03,TQBR,ABIO,13:20:00,113.06,112.9,111.46,1
199,2024-05-03,TQBR,ABIO,13:21:00,112.98,113.06,111.46,1
200,2024-05-03,TQBR,ABIO,13:23:00,112.98,113.06,111.46,1
201,2024-05-03,TQBR,ABIO,13:24:00,112.98,113.04,111.46,1
202,2024-05-03,TQBR,ABIO,13:25:00,112.94,112.9,111.46,1
203,2024-05-03,TQBR,ABIO,13:26:00,112.9,112.82,111.46,1
204,2024-05-03,TQBR,ABIO,13:27:00,112.88,112.82,111.46,1
205,2024-05-03,TQBR,ABIO,13:28:00,112.88,112.74,111.46,1
206,2024-05-03,TQBR,ABIO,13:29:00,112.62,112.66,111.46,1
207,2024-05-03,TQBR,ABIO,13:30:00,112.62,112.66,111.46,1
208,2024-05-03,TQBR,ABIO,13:31:00,112.6,112.78,111.46,1
209,2024-05-03,TQBR,ABIO,13:32:00,112.6,112.7,111.46,1
210,2024-05-03,TQBR,ABIO,13:33:00,112.6,112.76,111.46,1
211,2024-05-03,TQBR,ABIO,13:34:00,112.62,112.8,111.46,1
212,2024-05-03,TQBR,ABIO,13:35:00,112.58,112.62,111.46,1
213,2024-05-03,TQBR,ABIO,13:36:00,112.56,112.8,111.46,1
214,2024-05-03,TQBR,ABIO,13:37:00,112.56,112.64,111.46,1
215,2024-05-03,TQBR,ABIO,13:38:00,112.54,112.72,111.46,1
216,2024-05-03,TQBR,ABIO,13:39:00,112.62,112.68,111.46,1
217,2024-05-03,TQBR,ABIO,13:40:00,112.62,112.48,111.46,1
218,2024-05-03,TQBR,ABIO,13:41:00,112.6,112.62,111.46,1
219,2024-05-03,TQBR,ABIO,13:42:00,112.6,112.7,111.46,1
220,2024-05-03,TQBR,ABIO,13:43:00,112.62,112.78,111.46,1
221,2024-05-03,TQBR,ABIO,13:44:00,112.74,112.88,111.46,1
222,2024-05-03,TQBR,ABIO,13:45:00,112.74,112.88,111.46,1
223,2024-05-03,TQBR,ABIO,13:46:00,112.72,112.82,111.46,1
224,2024-05-03,TQBR,ABIO,13:47:00,112.74,112.96,111.46,1
225,2024-05-03,TQBR,ABIO,13:48:00,112.78,112.94,111.46,1
226,2024-05-03,TQBR,ABIO,13:49:00,112.78,112.92,111.46,1
227,2024-05-03,TQBR,ABIO,13:50:00,112.8,112.9,111.46,1
228,2024-05-03,TQBR,ABIO,13:51:00,112.82,112.96,111.46,1
229,2024-05-03,TQBR,ABIO,13:53:00,112.82,112.78,111.46,1
230,2024-05-03,TQBR,ABIO,13:55:00,112.88,112.9,111.46,1
231,2024-05-03,TQBR,ABIO,13:57:00,112.9,112.94,111.46,1
232,2024-05-03,TQBR,ABIO,13:58:00,112.9,112.92,111.46,1
233,2024-05-03,TQBR,ABIO,13:59:00,112.9,112.92,111.46,1
234,2024-05-03,TQBR,ABIO,14:02:00,112.82,112.92,111.46,1
235,2024-05-03,TQBR,ABIO,14:04:00,112.82,112.98,111.46,1
236,2024-05-03,TQBR,ABIO,14:05:00,112.92,112.84,111.46,1
237,2024-05-03,TQBR,ABIO,14:06:00,112.94,112.98,111.46,1
238,2024-05-03,TQBR,ABIO,14:07:00,112.94,112.9,111.46,1
239,2024-05-03,TQBR,ABIO,14:08:00,112.94,112.96,111.46,1
240,2024-05-03,TQBR,ABIO,14:10:00,112.94,112.96,111.46,1
241,2024-05-03,TQBR,ABIO,14:11:00,112.94,112.88,111.46,1
242,2024-05-03,TQBR,ABIO,14:12:00,112.94,112.96,111.46,1
243,2024-05-03,TQBR,ABIO,14:13:00,112.94,112.98,111.46,1
244,2024-05-03,TQBR,ABIO,14:14:00,112.94,112.94,111.46,1
245,2024-05-03,TQBR,ABIO,14:15:00,112.94,112.92,111.46,1
246,2024-05-03,TQBR,ABIO,14:16:00,112.92,112.94,111.46,1
247,2024-05-03,TQBR,ABIO,14:17:00,112.92,112.88,111.46,1
248,2024-05-03,TQBR,ABIO,14:18:00,112.92,112.82,111.46,1
249,2024-05-03,TQBR,ABIO,14:19:00,112.92,112.76,111.46,1
250,2024-05-03,TQBR,ABIO,14:20:00,112.86,112.6,111.46,1
251,2024-05-03,TQBR,ABIO,14:21:00,112.8,112.78,111.46,1
252,2024-05-03,TQBR,ABIO,14:22:00,112.8,112.78,111.46,1
253,2024-05-03,TQBR,ABIO,14:23:00,112.8,112.78,111.46,1
254,2024-05-03,TQBR,ABIO,14:24:00,112.8,112.78,111.46,1
255,2024-05-03,TQBR,ABIO,14:25:00,112.8,112.76,111.46,1
256,2024-05-03,TQBR,ABIO,14:26:00,112.62,112.72,111.46,1
257,2024-05-03,TQBR,ABIO,14:27:00,112.6,112.44,111.46,1
258,2024-05-03,TQBR,ABIO,14:28:00,112.6,112.64,111.46,1
259,2024-05-03,TQBR,ABIO,14:29:00,112.58,112.66,111.46,1
260,2024-05-03,TQBR,ABIO,14:30:00,112.56,112.56,111.46,1
261,2024-05-03,TQBR,ABIO,14:33:00,112.56,112.86,111.46,1
262,2024-05-03,TQBR,ABIO,14:35:00,112.56,112.76,111.46,1
263,2024-05-03,TQBR,ABIO,14:39:00,112.7,112.78,111.46,1
264,2024-05-03,TQBR,ABIO,14:41:00,112.72,112.86,111.46,1
265,2024-05-03,TQBR,ABIO,14:42:00,112.84,112.94,111.46,1
266,2024-05-03,TQBR,ABIO,14:43:00,112.9,112.84,111.46,1
267,2024-05-03,TQBR,ABIO,14:46:00,112.9,112.92,111.46,1
268,2024-05-03,TQBR,ABIO,14:47:00,112.9,112.84,111.46,1
269,2024-05-03,TQBR,ABIO,14:49:00,112.92,112.94,111.46,1
270,2024-05-03,TQBR,ABIO,14:51:00,112.92,112.94,111.46,1
271,2024-05-03,TQBR,ABIO,14:53:00,112.94,112.98,111.46,1
272,2024-05-03,TQBR,ABIO,14:54:00,112.96,112.98,111.46,1
273,2024-05-03,TQBR,ABIO,14:55:00,113.04,113.22,111.46,1
274,2024-05-03,TQBR,ABIO,14:56:00,113.04,113.22,111.46,1
275,2024-05-03,TQBR,ABIO,14:57:00,113.06,112.88,111.46,1
276,2024-05-03,TQBR,ABIO,14:59:00,113.08,113.2,111.46,1
277,2024-05-03,TQBR,ABIO,15:00:00,113.08,113.2,111.46,1
278,2024-05-03,TQBR,ABIO,15:04:00,113.12,113.32,111.46,1
279,2024-05-03,TQBR,ABIO,15:06:00,113.24,113.4,111.46,1
280,2024-05-03,TQBR,ABIO,15:07:00,113.3,113.4,111.46,1
281,2024-05-03,TQBR,ABIO,15:08:00,113.3,113.16,111.46,1
282,2024-05-03,TQBR,ABIO,15:09:00,113.3,113.3,111.46,1
283,2024-05-03,TQBR,ABIO,15:10:00,113.32,113.28,111.46,1
284,2024-05-03,TQBR,ABIO,15:11:00,113.32,113.3,111.46,1
285,2024-05-03,TQBR,ABIO,15:12:00,113.32,113.4,111.46,1
286,2024-05-03,TQBR,ABIO,15:13:00,113.32,113.38,111.46,1
287,2024-05-03,TQBR,ABIO,15:14:00,113.56,113.5,111.46,1
288,2024-05-03,TQBR,ABIO,15:15:00,113.62,113.76,111.46,1
289,2024-05-03,TQBR,ABIO,15:16:00,113.68,113.02,111.46,1
290,2024-05-03,TQBR,ABIO,15:17:00,113.46,113.18,111.46,1
291,2024-05-03,TQBR,ABIO,15:18:00,113.46,113.58,111.46,1
292,2024-05-03,TQBR,ABIO,15:19:00,113.5,113.28,111.46,1
293,2024-05-03,TQBR,ABIO,15:20:00,113.44,113.08,111.46,1
294,2024-05-03,TQBR,ABIO,15:21:00,113.42,113.56,111.46,1
295,2024-05-03,TQBR,ABIO,15:22:00,113.42,113.14,111.46,1
296,2024-05-03,TQBR,ABIO,15:23:00,113.38,113.56,111.46,1
297,2024-05-03,TQBR,ABIO,15:24:00,113.36,113.48,111.46,1
298,2024-05-03,TQBR,ABIO,15:25:00,113.34,113.44,111.46,1
299,2024-05-03,TQBR,ABIO,15:26:00,113.3,113.54,111.46,1
300,2024-05-03,TQBR,ABIO,15:27:00,113.36,113.44,111.46,1
301,2024-05-03,TQBR,ABIO,15:28:00,113.36,113.48,111.46,1
302,2024-05-03,TQBR,ABIO,15:30:00,113.34,113.36,111.46,1
303,2024-05-03,TQBR,ABIO,15:31:00,113.32,113.46,111.46,1
304,2024-05-03,TQBR,ABIO,15:33:00,113.44,113.34,111.46,1
305,2024-05-03,TQBR,ABIO,15:34:00,113.44,113.46,111.46,1
306,2024-05-03,TQBR,ABIO,15:35:00,113.46,113.42,111.46,1
307,2024-05-03,TQBR,ABIO,15:36:00,113.42,113.42,111.46,1
308,2024-05-03,TQBR,ABIO,15:37:00,113.42,113.4,111.46,1
309,2024-05-03,TQBR,ABIO,15:38:00,113.3,113.18,111.46,1
310,2024-05-03,TQBR,ABIO,15:41:00,113.26,113.28,111.46,1
311,2024-05-03,TQBR,ABIO,15:42:00,113.26,113.28,111.46,1
312,2024-05-03,TQBR,ABIO,15:43:00,113.26,113.28,111.46,1
313,2024-05-03,TQBR,ABIO,15:44:00,113.26,113.32,111.46,1
314,2024-05-03,TQBR,ABIO,15:45:00,113.22,113.34,111.46,1
315,2024-05-03,TQBR,ABIO,15:47:00,113.2,113.32,111.46,1
316,2024-05-03,TQBR,ABIO,15:48:00,113.24,113.3,111.46,1
317,2024-05-03,TQBR,ABIO,15:49:00,113.24,113.32,111.46,1
318,2024-05-03,TQBR,ABIO,15:50:00,113.24,113.3,111.46,1
319,2024-05-03,TQBR,ABIO,15:53:00,113.3,113.34,111.46,1
320,2024-05-03,TQBR,ABIO,15:57:00,113.38,113.56,111.46,1
321,2024-05-03,TQBR,ABIO,16:01:00,113.48,113.38,111.46,1
322,2024-05-03,TQBR,ABIO,16:02:00,113.52,113.54,111.46,1
323,2024-05-03,TQBR,ABIO,16:03:00,113.52,113.52,111.46,1
324,2024-05-03,TQBR,ABIO,16:04:00,113.42,113.3,111.46,1
325,2024-05-03,TQBR,ABIO,16:05:00,113.36,113.54,111.46,1
326,2024-05-03,TQBR,ABIO,16:06:00,113.36,113.58,111.46,1
327,2024-05-03,TQBR,ABIO,16:07:00,113.46,113.5,111.46,1
328,2024-05-03,TQBR,ABIO,16:08:00,113.46,113.66,111.46,1
329,2024-05-03,TQBR,ABIO,16:09:00,113.46,113.52,111.46,1
330,2024-05-03,TQBR,ABIO,16:10:00,113.48,113.74,111.46,1
331,2024-05-03,TQBR,ABIO,16:11:00,113.48,113.2,111.46,1
332,2024-05-03,TQBR,ABIO,16:12:00,113.46,113.36,111.46,1
333,2024-05-03,TQBR,ABIO,16:14:00,113.48,113.52,111.46,1
334,2024-05-03,TQBR,ABIO,16:17:00,113.5,113.52,111.46,1
335,2024-05-03,TQBR,ABIO,16:18:00,113.5,113.5,111.46,1
336,2024-05-03,TQBR,ABIO,16:19:00,113.5,113.38,111.46,1
337,2024-05-03,TQBR,ABIO,16:21:00,113.44,113.5,111.46,1
338,2024-05-03,TQBR,ABIO,16:22:00,113.5,113.5,111.46,1
339,2024-05-03,TQBR,ABIO,16:23:00,113.5,113.5,111.46,1
340,2024-05-03,TQBR,ABIO,16:24:00,113.5,113.5,111.46,1
341,2024-05-03,TQBR,ABIO,16:25:00,113.5,113.5,111.46,1
342,2024-05-03,TQBR,ABIO,16:26:00,113.46,113.36,111.46,1
343,2024-05-03,TQBR,ABIO,16:27:00,113.44,113.36,111.46,1
344,2024-05-03,TQBR,ABIO,16:28:00,113.44,113.36,111.46,1
345,2024-05-03,TQBR,ABIO,16:29:00,113.44,113.5,111.46,1
346,2024-05-03,TQBR,ABIO,16:30:00,113.4,113.2,111.46,1
347,2024-05-03,TQBR,ABIO,16:31:00,113.54,113.48,111.46,1
348,2024-05-03,TQBR,ABIO,16:33:00,113.54,113.74,111.46,1
349,2024-05-03,TQBR,ABIO,16:34:00,113.54,113.74,111.46,1
350,2024-05-03,TQBR,ABIO,16:35:00,113.56,113.58,111.46,1
351,2024-05-03,TQBR,ABIO,16:36:00,113.58,113.64,111.46,1
352,2024-05-03,TQBR,ABIO,16:38:00,113.6,113.78,111.46,1
353,2024-05-03,TQBR,ABIO,16:39:00,113.62,113.62,111.46,1
354,2024-05-03,TQBR,ABIO,16:41:00,113.74,113.8,111.46,1
355,2024-05-03,TQBR,ABIO,16:42:00,113.74,113.8,111.46,1
356,2024-05-03,TQBR,ABIO,16:44:00,113.74,113.68,111.46,1
